 # UF4                                                              FEFF 10.0.0
 # POT  Non-SCF, core-hole, AFOLP (folp(0)= 1.150)
 # Abs   Z=92 Rmt= 1.584 Rnm= 1.704 L3 shell
 # Pot 1 Z=92 Rmt= 1.587 Rnm= 1.712
 # Pot 2 Z= 9 Rmt= 1.025 Rnm= 1.111
 # Gam_ch=8.104E+00 H-L exch Vi= 0.000E+00 Vr= 0.000E+00
 # Mu= 2.153E+00eV kf=2.081E+00 Vint=-1.434E+01eV Rs_int= 1.743
 # PATH  Rmax= 5.000,  Keep_limit= 0.00, Heap_limit 0.00  Pwcrit= 2.50%
 Path   42      icalc       2
 -----------------------------------------------------------------------
   2   1.000   4.4948    2.3924    2.15291 nleg, deg, reff, rnrmav(bohr), edge
        x         y         z   pot at#
    -0.0000   -0.0000   -0.0000  0  92 U        absorbing atom
  4.600  1.4188E+01  5.7758E-01 -3.4177E+01  1.304E+00  4.0509E+00  4.9728E+00
  4.800  1.4080E+01  5.3814E-01 -3.4408E+01  1.277E+00  4.1845E+00  5.1490E+00
  5.000  1.3966E+01  5.0021E-01 -3.4620E+01  1.252E+00  4.3263E+00  5.3274E+00
  5.200  1.3848E+01  4.6521E-01 -3.4818E+01  1.223E+00  4.4754E+00  5.5079E+00
  5.400  1.3728E+01  4.3260E-01 -3.5000E+01  1.197E+00  4.6308E+00  5.6902E+00
  5.600  1.3609E+01  4.0264E-01 -3.5170E+01  1.172E+00  4.7921E+00  5.8741E+00
  5.800  1.3492E+01  3.7482E-01 -3.5330E+01  1.149E+00  4.9586E+00  6.0595E+00
  6.000  1.3376E+01  3.4890E-01 -3.5477E+01  1.128E+00  5.1300E+00  6.2460E+00
  6.500  1.3098E+01  2.9106E-01 -3.5814E+01  1.089E+00  5.5770E+00  6.7171E+00
  7.000  1.2828E+01  2.4259E-01 -3.6114E+01  1.064E+00  6.0472E+00  7.1936E+00
  7.500  1.2544E+01  2.0398E-01 -3.6392E+01  1.045E+00  6.5373E+00  7.6741E+00
  8.000  1.2269E+01  1.7424E-01 -3.6651E+01  1.027E+00  7.0448E+00  8.1578E+00
  8.500  1.2006E+01  1.5122E-01 -3.6886E+01  1.010E+00  7.5677E+00  8.6441E+00
  9.000  1.1760E+01  1.3225E-01 -3.7097E+01  9.964E-01  8.1047E+00  9.1323E+00
  9.500  1.1525E+01  1.1599E-01 -3.7289E+01  9.867E-01  8.6543E+00  9.6222E+00
 10.000  1.1292E+01  1.0224E-01 -3.7472E+01  9.784E-01  9.2157E+00  1.0113E+01
 11.000  1.0839E+01  8.2254E-02 -3.7819E+01  9.603E-01  1.0370E+01  1.1099E+01
 12.000  1.0422E+01  6.7645E-02 -3.8108E+01  9.481E-01  1.1562E+01  1.2088E+01
 13.000  1.0024E+01  5.5686E-02 -3.8361E+01  9.404E-01  1.2788E+01  1.3078E+01
 14.000  9.6514E+00  4.8048E-02 -3.8619E+01  9.346E-01  1.4043E+01  1.4071E+01
 15.000  9.3017E+00  4.1983E-02 -3.8864E+01  9.319E-01  1.5326E+01  1.5065E+01
 16.000  8.9713E+00  3.7171E-02 -3.9128E+01  9.297E-01  1.6633E+01  1.6059E+01
 17.000  8.6609E+00  3.4870E-02 -3.9411E+01  9.290E-01  1.7963E+01  1.7055E+01
 18.000  8.3653E+00  3.3074E-02 -3.9669E+01  9.288E-01  1.9314E+01  1.8051E+01
 19.000  8.0874E+00  3.1346E-02 -3.9904E+01  9.292E-01  2.0684E+01  1.9047E+01
 20.000  7.8234E+00  3.0673E-02 -4.0114E+01  9.295E-01  2.2072E+01  2.0045E+01
