 # UF4                                                              FEFF 10.0.0
 # POT  Non-SCF, core-hole, AFOLP (folp(0)= 1.150)
 # Abs   Z=92 Rmt= 1.584 Rnm= 1.704 L3 shell
 # Pot 1 Z=92 Rmt= 1.587 Rnm= 1.712
 # Pot 2 Z= 9 Rmt= 1.025 Rnm= 1.111
 # Gam_ch=8.104E+00 H-L exch Vi= 0.000E+00 Vr= 0.000E+00
 # Mu= 2.153E+00eV kf=2.081E+00 Vint=-1.434E+01eV Rs_int= 1.743
 # PATH  Rmax= 5.000,  Keep_limit= 0.00, Heap_limit 0.00  Pwcrit= 2.50%
 Path   22      icalc       2
 -----------------------------------------------------------------------
   2   1.000   4.3292    2.3924    2.15291 nleg, deg, reff, rnrmav(bohr), edge
        x         y         z   pot at#
    -0.0000   -0.0000   -0.0000  0  92 U        absorbing atom
  3.200  1.4718E+01  7.7699E-01 -2.5732E+01  1.410E+00  3.5351E+00  3.8334E+00
  3.400  1.4665E+01  7.7326E-01 -2.6157E+01  1.408E+00  3.5317E+00  3.9831E+00
  3.600  1.4606E+01  7.5637E-01 -2.6541E+01  1.399E+00  3.5671E+00  4.1380E+00
  3.800  1.4539E+01  7.2963E-01 -2.6890E+01  1.384E+00  3.6301E+00  4.2975E+00
  4.000  1.4464E+01  6.9543E-01 -2.7207E+01  1.367E+00  3.7137E+00  4.4612E+00
  4.200  1.4381E+01  6.5715E-01 -2.7497E+01  1.349E+00  3.8136E+00  4.6285E+00
  4.400  1.4289E+01  6.1654E-01 -2.7761E+01  1.326E+00  3.9267E+00  4.7992E+00
  4.600  1.4188E+01  5.7560E-01 -2.8004E+01  1.304E+00  4.0509E+00  4.9728E+00
  4.800  1.4080E+01  5.3634E-01 -2.8228E+01  1.277E+00  4.1845E+00  5.1490E+00
  5.000  1.3966E+01  4.9858E-01 -2.8434E+01  1.252E+00  4.3263E+00  5.3274E+00
  5.200  1.3848E+01  4.6373E-01 -2.8626E+01  1.223E+00  4.4754E+00  5.5079E+00
  5.400  1.3728E+01  4.3125E-01 -2.8802E+01  1.197E+00  4.6308E+00  5.6902E+00
  5.600  1.3609E+01  4.0139E-01 -2.8968E+01  1.172E+00  4.7921E+00  5.8741E+00
  5.800  1.3492E+01  3.7367E-01 -2.9122E+01  1.149E+00  4.9586E+00  6.0595E+00
  6.000  1.3376E+01  3.4783E-01 -2.9265E+01  1.128E+00  5.1300E+00  6.2460E+00
  6.500  1.3098E+01  2.9020E-01 -2.9595E+01  1.089E+00  5.5770E+00  6.7171E+00
  7.000  1.2828E+01  2.4195E-01 -2.9887E+01  1.064E+00  6.0472E+00  7.1936E+00
  7.500  1.2544E+01  2.0352E-01 -3.0159E+01  1.045E+00  6.5373E+00  7.6741E+00
  8.000  1.2269E+01  1.7390E-01 -3.0413E+01  1.027E+00  7.0448E+00  8.1578E+00
  8.500  1.2006E+01  1.5095E-01 -3.0645E+01  1.010E+00  7.5677E+00  8.6441E+00
  9.000  1.1760E+01  1.3202E-01 -3.0852E+01  9.964E-01  8.1047E+00  9.1323E+00
  9.500  1.1525E+01  1.1581E-01 -3.1041E+01  9.867E-01  8.6543E+00  9.6222E+00
 10.000  1.1292E+01  1.0210E-01 -3.1221E+01  9.784E-01  9.2157E+00  1.0113E+01
 11.000  1.0839E+01  8.2177E-02 -3.1564E+01  9.603E-01  1.0370E+01  1.1099E+01
 12.000  1.0422E+01  6.7583E-02 -3.1850E+01  9.481E-01  1.1562E+01  1.2088E+01
 13.000  1.0024E+01  5.5662E-02 -3.2099E+01  9.404E-01  1.2788E+01  1.3078E+01
 14.000  9.6514E+00  4.8107E-02 -3.2354E+01  9.346E-01  1.4043E+01  1.4071E+01
 15.000  9.3017E+00  4.2192E-02 -3.2593E+01  9.319E-01  1.5326E+01  1.5065E+01
 16.000  8.9713E+00  3.7613E-02 -3.2850E+01  9.297E-01  1.6633E+01  1.6059E+01
 17.000  8.6609E+00  3.5530E-02 -3.3122E+01  9.290E-01  1.7963E+01  1.7055E+01
 18.000  8.3653E+00  3.3853E-02 -3.3371E+01  9.288E-01  1.9314E+01  1.8051E+01
 19.000  8.0874E+00  3.2139E-02 -3.3599E+01  9.292E-01  2.0684E+01  1.9047E+01
 20.000  7.8234E+00  3.1454E-02 -3.3803E+01  9.295E-01  2.2072E+01  2.0045E+01
