 # UF4                                                              FEFF 10.0.0
 # POT  Non-SCF, core-hole, AFOLP (folp(0)= 1.150)
 # Abs   Z=92 Rmt= 1.584 Rnm= 1.704 L3 shell
 # Pot 1 Z=92 Rmt= 1.587 Rnm= 1.712
 # Pot 2 Z= 9 Rmt= 1.025 Rnm= 1.111
 # Gam_ch=8.104E+00 H-L exch Vi= 0.000E+00 Vr= 0.000E+00
 # Mu= 2.153E+00eV kf=2.081E+00 Vint=-1.434E+01eV Rs_int= 1.743
 # PATH  Rmax= 5.000,  Keep_limit= 0.00, Heap_limit 0.00  Pwcrit= 2.50%
 Path   94      icalc       2
 -----------------------------------------------------------------------
   2   1.000   4.8675    2.3924    2.15291 nleg, deg, reff, rnrmav(bohr), edge
        x         y         z   pot at#
    -0.0000   -0.0000   -0.0000  0  92 U        absorbing atom
  1.200  1.5678E+01  4.3649E-01 -2.5628E+01  1.103E+00  4.4126E+00  2.4023E+00
  1.300  1.5650E+01  4.6270E-01 -2.6123E+01  1.117E+00  4.4700E+00  2.4527E+00
  1.400  1.5618E+01  4.8738E-01 -2.6587E+01  1.129E+00  4.5254E+00  2.5064E+00
  1.500  1.5582E+01  5.1057E-01 -2.7020E+01  1.141E+00  4.5782E+00  2.5633E+00
  1.600  1.5541E+01  5.3232E-01 -2.7422E+01  1.150E+00  4.6279E+00  2.6235E+00
  1.700  1.5496E+01  5.5263E-01 -2.7793E+01  1.159E+00  4.6743E+00  2.6868E+00
  1.800  1.5446E+01  5.7147E-01 -2.8135E+01  1.166E+00  4.7178E+00  2.7534E+00
  1.900  1.5391E+01  5.8878E-01 -2.8445E+01  1.171E+00  4.7589E+00  2.8232E+00
  2.000  1.5332E+01  6.0442E-01 -2.8725E+01  1.175E+00  4.7991E+00  2.8962E+00
  2.200  1.5201E+01  6.2993E-01 -2.9190E+01  1.178E+00  4.8846E+00  3.0524E+00
  2.400  1.5034E+01  6.3690E-01 -2.9456E+01  1.169E+00  5.0043E+00  3.2301E+00
  2.600  1.4853E+01  6.8987E-01 -2.9667E+01  1.286E+00  4.1518E+00  3.4173E+00
  2.800  1.4799E+01  7.3921E-01 -3.0255E+01  1.365E+00  3.7636E+00  3.5553E+00
  3.000  1.4766E+01  7.7159E-01 -3.0865E+01  1.397E+00  3.5986E+00  3.6893E+00
  3.200  1.4718E+01  7.8490E-01 -3.1392E+01  1.410E+00  3.5351E+00  3.8334E+00
  3.400  1.4665E+01  7.8140E-01 -3.1868E+01  1.408E+00  3.5317E+00  3.9831E+00
  3.600  1.4606E+01  7.6451E-01 -3.2298E+01  1.399E+00  3.5671E+00  4.1380E+00
  3.800  1.4539E+01  7.3754E-01 -3.2688E+01  1.384E+00  3.6301E+00  4.2975E+00
  4.000  1.4464E+01  7.0295E-01 -3.3041E+01  1.367E+00  3.7137E+00  4.4612E+00
  4.200  1.4381E+01  6.6416E-01 -3.3363E+01  1.349E+00  3.8136E+00  4.6285E+00
  4.400  1.4289E+01  6.2299E-01 -3.3656E+01  1.326E+00  3.9267E+00  4.7992E+00
  4.600  1.4188E+01  5.8148E-01 -3.3926E+01  1.304E+00  4.0509E+00  4.9728E+00
  4.800  1.4080E+01  5.4168E-01 -3.4173E+01  1.277E+00  4.1845E+00  5.1490E+00
  5.000  1.3966E+01  5.0342E-01 -3.4400E+01  1.252E+00  4.3263E+00  5.3274E+00
  5.200  1.3848E+01  4.6814E-01 -3.4612E+01  1.223E+00  4.4754E+00  5.5079E+00
  5.400  1.3728E+01  4.3529E-01 -3.4806E+01  1.197E+00  4.6308E+00  5.6902E+00
  5.600  1.3609E+01  4.0512E-01 -3.4987E+01  1.172E+00  4.7921E+00  5.8741E+00
  5.800  1.3492E+01  3.7712E-01 -3.5156E+01  1.149E+00  4.9586E+00  6.0595E+00
  6.000  1.3376E+01  3.5103E-01 -3.5313E+01  1.128E+00  5.1300E+00  6.2460E+00
  6.500  1.3098E+01  2.9277E-01 -3.5670E+01  1.089E+00  5.5770E+00  6.7171E+00
  7.000  1.2828E+01  2.4389E-01 -3.5985E+01  1.064E+00  6.0472E+00  7.1936E+00
  7.500  1.2544E+01  2.0491E-01 -3.6276E+01  1.045E+00  6.5373E+00  7.6741E+00
  8.000  1.2269E+01  1.7491E-01 -3.6546E+01  1.027E+00  7.0448E+00  8.1578E+00
  8.500  1.2006E+01  1.5175E-01 -3.6791E+01  1.010E+00  7.5677E+00  8.6441E+00
  9.000  1.1760E+01  1.3269E-01 -3.7010E+01  9.964E-01  8.1047E+00  9.1323E+00
  9.500  1.1525E+01  1.1636E-01 -3.7209E+01  9.867E-01  8.6543E+00  9.6222E+00
 10.000  1.1292E+01  1.0252E-01 -3.7397E+01  9.784E-01  9.2157E+00  1.0113E+01
 11.000  1.0839E+01  8.2409E-02 -3.7754E+01  9.603E-01  1.0370E+01  1.1099E+01
 12.000  1.0422E+01  6.7765E-02 -3.8052E+01  9.481E-01  1.1562E+01  1.2088E+01
 13.000  1.0024E+01  5.5713E-02 -3.8311E+01  9.404E-01  1.2788E+01  1.3078E+01
 14.000  9.6514E+00  4.7876E-02 -3.8577E+01  9.346E-01  1.4043E+01  1.4071E+01
 15.000  9.3017E+00  4.1455E-02 -3.8831E+01  9.319E-01  1.5326E+01  1.5065E+01
 16.000  8.9713E+00  3.6106E-02 -3.9110E+01  9.297E-01  1.6633E+01  1.6059E+01
 17.000  8.6609E+00  3.3306E-02 -3.9411E+01  9.290E-01  1.7963E+01  1.7055E+01
 18.000  8.3653E+00  3.1242E-02 -3.9688E+01  9.288E-01  1.9314E+01  1.8051E+01
 19.000  8.0874E+00  2.9487E-02 -3.9941E+01  9.292E-01  2.0684E+01  1.9047E+01
 20.000  7.8234E+00  2.8852E-02 -4.0164E+01  9.295E-01  2.2072E+01  2.0045E+01
