 # UF4                                                              FEFF 10.0.0
 # POT  Non-SCF, core-hole, AFOLP (folp(0)= 1.150)
 # Abs   Z=92 Rmt= 1.584 Rnm= 1.704 L3 shell
 # Pot 1 Z=92 Rmt= 1.587 Rnm= 1.712
 # Pot 2 Z= 9 Rmt= 1.025 Rnm= 1.111
 # Gam_ch=8.104E+00 H-L exch Vi= 0.000E+00 Vr= 0.000E+00
 # Mu= 2.153E+00eV kf=2.081E+00 Vint=-1.434E+01eV Rs_int= 1.743
 # PATH  Rmax= 5.000,  Keep_limit= 0.00, Heap_limit 0.00  Pwcrit= 2.50%
 Path   53      icalc       2
 -----------------------------------------------------------------------
   3   2.000   4.5309    2.3924    2.15291 nleg, deg, reff, rnrmav(bohr), edge
        x         y         z   pot at#
    -0.0000   -0.0000   -0.0000  0  92 U        absorbing atom
    -3.0722    1.5106    2.9128  1  92 U     
    -1.7987    0.8209    1.1566  2   9 F     
    k   real[2*phc]   mag[feff]  phase[feff] red factor   lambda     real[p]@#
 -0.000  1.5788E+01  0.0000E+00 -1.3641E+01  9.470E-01  3.9416E+00  2.0960E+00
  0.100  1.5787E+01  8.3651E-02 -1.4527E+01  9.488E-01  3.9458E+00  2.0982E+00
  0.200  1.5786E+01  1.6565E-01 -1.5374E+01  9.540E-01  3.9584E+00  2.1050E+00
  0.300  1.5784E+01  2.4442E-01 -1.6180E+01  9.625E-01  3.9791E+00  2.1162E+00
  0.400  1.5781E+01  3.1853E-01 -1.6948E+01  9.738E-01  4.0075E+00  2.1318E+00
  0.500  1.5777E+01  3.8677E-01 -1.7679E+01  9.875E-01  4.0429E+00  2.1516E+00
  0.600  1.5770E+01  4.4818E-01 -1.8373E+01  1.003E+00  4.0847E+00  2.1758E+00
  0.700  1.5762E+01  5.0208E-01 -1.9033E+01  1.020E+00  4.1318E+00  2.2040E+00
  0.800  1.5752E+01  5.4809E-01 -1.9659E+01  1.037E+00  4.1835E+00  2.2362E+00
  0.900  1.5738E+01  5.8601E-01 -2.0253E+01  1.054E+00  4.2385E+00  2.2722E+00
  1.000  1.5722E+01  6.1609E-01 -2.0816E+01  1.071E+00  4.2958E+00  2.3120E+00
  1.100  1.5702E+01  6.3860E-01 -2.1350E+01  1.087E+00  4.3542E+00  2.3554E+00
  1.200  1.5678E+01  6.5404E-01 -2.1855E+01  1.103E+00  4.4126E+00  2.4023E+00
  1.300  1.5650E+01  6.6304E-01 -2.2331E+01  1.117E+00  4.4700E+00  2.4527E+00
  1.400  1.5618E+01  6.6629E-01 -2.2780E+01  1.129E+00  4.5254E+00  2.5064E+00
  1.500  1.5582E+01  6.6456E-01 -2.3200E+01  1.141E+00  4.5782E+00  2.5633E+00
  1.600  1.5541E+01  6.5871E-01 -2.3592E+01  1.150E+00  4.6279E+00  2.6235E+00
  1.700  1.5496E+01  6.4962E-01 -2.3954E+01  1.159E+00  4.6743E+00  2.6868E+00
  1.800  1.5446E+01  6.3830E-01 -2.4286E+01  1.166E+00  4.7178E+00  2.7534E+00
  1.900  1.5391E+01  6.2582E-01 -2.4586E+01  1.171E+00  4.7589E+00  2.8232E+00
  2.000  1.5332E+01  6.1338E-01 -2.4853E+01  1.175E+00  4.7991E+00  2.8962E+00
  2.200  1.5201E+01  5.9386E-01 -2.5282E+01  1.178E+00  4.8846E+00  3.0524E+00
  2.400  1.5034E+01  5.7920E-01 -2.5506E+01  1.169E+00  5.0043E+00  3.2301E+00
  2.600  1.4853E+01  6.4338E-01 -2.5708E+01  1.286E+00  4.1518E+00  3.4173E+00
  2.800  1.4799E+01  7.4686E-01 -2.6224E+01  1.365E+00  3.7636E+00  3.5553E+00
  3.000  1.4766E+01  8.6136E-01 -2.6760E+01  1.397E+00  3.5986E+00  3.6893E+00
  3.200  1.4718E+01  9.6205E-01 -2.7236E+01  1.410E+00  3.5351E+00  3.8334E+00
  3.400  1.4665E+01  1.0402E+00 -2.7675E+01  1.408E+00  3.5317E+00  3.9831E+00
  3.600  1.4606E+01  1.0837E+00 -2.8071E+01  1.399E+00  3.5671E+00  4.1380E+00
  3.800  1.4539E+01  1.0865E+00 -2.8426E+01  1.384E+00  3.6301E+00  4.2975E+00
  4.000  1.4464E+01  1.0536E+00 -2.8734E+01  1.367E+00  3.7137E+00  4.4612E+00
  4.200  1.4381E+01  9.9185E-01 -2.8997E+01  1.349E+00  3.8136E+00  4.6285E+00
  4.400  1.4289E+01  9.1326E-01 -2.9209E+01  1.326E+00  3.9267E+00  4.7992E+00
  4.600  1.4188E+01  8.2649E-01 -2.9376E+01  1.304E+00  4.0509E+00  4.9728E+00
  4.800  1.4080E+01  7.4144E-01 -2.9499E+01  1.277E+00  4.1845E+00  5.1490E+00
  5.000  1.3966E+01  6.6095E-01 -2.9588E+01  1.252E+00  4.3263E+00  5.3274E+00
  5.200  1.3848E+01  5.8679E-01 -2.9652E+01  1.223E+00  4.4754E+00  5.5079E+00
  5.400  1.3728E+01  5.1735E-01 -2.9691E+01  1.197E+00  4.6308E+00  5.6902E+00
  5.600  1.3609E+01  4.5049E-01 -2.9706E+01  1.172E+00  4.7921E+00  5.8741E+00
  5.800  1.3492E+01  3.8873E-01 -2.9682E+01  1.149E+00  4.9586E+00  6.0595E+00
  6.000  1.3376E+01  3.3717E-01 -2.9604E+01  1.128E+00  5.1300E+00  6.2460E+00
  6.500  1.3098E+01  2.8947E-01 -2.9230E+01  1.089E+00  5.5770E+00  6.7171E+00
  7.000  1.2828E+01  3.3327E-01 -2.9024E+01  1.064E+00  6.0472E+00  7.1936E+00
  7.500  1.2544E+01  3.6384E-01 -2.9040E+01  1.045E+00  6.5373E+00  7.6741E+00
  8.000  1.2269E+01  3.7335E-01 -2.9086E+01  1.027E+00  7.0448E+00  8.1578E+00
  8.500  1.2006E+01  3.7437E-01 -2.9119E+01  1.010E+00  7.5677E+00  8.6441E+00
  9.000  1.1760E+01  3.6315E-01 -2.9164E+01  9.964E-01  8.1047E+00  9.1323E+00
  9.500  1.1525E+01  3.3614E-01 -2.9215E+01  9.867E-01  8.6543E+00  9.6222E+00
 10.000  1.1292E+01  3.0543E-01 -2.9239E+01  9.784E-01  9.2157E+00  1.0113E+01
